,Код магазину,Дата,Місяць,Кількість реалізацій,Собівартість одиниці,Ціна реалізації,Регіон
82,101462,2021-04-21,Квітень,3,52.0,54.54090909090909,Центральний
83,101462,2021-04-22,Квітень,2,56.0,77.26818181818183,Центральний
84,101462,2021-04-23,Квітень,4,73.0,92.3965909090909,Центральний
85,101462,2021-04-24,Квітень,1,40.0,49.99545454545455,Центральний
86,101462,2021-04-26,Квітень,1,64.0,76.81363636363636,Центральний
87,101462,2021-04-27,Квітень,1,84.0,99.99545454545455,Центральний
88,101462,2021-04-29,Квітень,2,110.0,140.22272727272727,Центральний
89,101462,2021-05-01,Травень,3,161.33333333333334,181.59841269841272,Центральний
90,101462,2021-05-02,Травень,2,87.5,107.13809523809525,Центральний
91,101462,2021-05-03,Травень,-1,90.0,109.51904761904763,Центральний
92,101462,2021-05-04,Травень,1,85.0,104.75714285714287,Центральний
93,101462,2021-05-05,Травень,1,133.0,157.13809523809525,Центральний
94,101462,2021-05-06,Травень,2,81.0,102.5904761904762,Центральний
95,101462,2021-05-07,Травень,2,116.5,149.2595238095238,Центральний
96,101462,2021-05-08,Травень,1,76.0,89.95,Центральний
97,101462,2021-05-09,Травень,1,85.0,104.95,Центральний
98,101462,2021-05-10,Травень,3,104.33333333333333,148.32833333333335,Центральний
99,101462,2021-05-11,Травень,1,56.0,68.045,Центральний
100,101462,2021-05-12,Травень,3,67.0,94.01166666666667,Центральний
101,101462,2021-05-13,Травень,2,104.5,146.7225,Центральний
102,101462,2021-05-15,Травень,1,55.0,89.995,Центральний
103,101462,2021-05-16,Травень,2,67.0,69.52000000000001,Центральний
104,101462,2021-05-18,Травень,1,64.0,99.995,Центральний
105,101462,2021-05-19,Травень,2,55.5,76.18571428571428,Центральний
106,101462,2021-05-20,Травень,1,107.0,114.32857142857144,Центральний
107,101462,2021-05-23,Травень,3,90.33333333333333,99.42539682539683,Центральний
108,101462,2021-05-24,Травень,5,99.2,109.3295238095238,Центральний
109,101462,2021-05-27,Травень,1,79.0,97.18571428571428,Центральний
110,101462,2021-05-28,Травень,2,158.5,200.94761904761904,Центральний
111,101462,2021-05-30,Травень,3,92.33333333333333,101.55396825396826,Центральний
112,101462,2021-05-31,Травень,3,141.33333333333334,167.7746031746032,Центральний
113,101462,2021-06-02,Червень,1,133.0,157.13809523809525,Центральний
114,101462,2021-06-04,Червень,2,83.0,109.49761904761905,Центральний
115,101462,2021-06-05,Червень,2,119.5,133.32857142857142,Центральний
116,101462,2021-06-06,Червень,1,210.0,282.9952380952381,Центральний
117,101462,2021-06-07,Червень,3,113.33333333333333,123.8047619047619,Центральний
118,101462,2021-06-08,Червень,2,120.5,167.59285714285713,Центральний
119,101462,2021-06-09,Червень,1,91.0,95.23333333333333,Центральний
120,101462,2021-06-10,Червень,1,41.0,52.333333333333336,Центральний
121,101462,2021-06-11,Червень,1,41.0,52.333333333333336,Центральний
122,101462,2021-06-12,Червень,1,85.0,99.95238095238095,Центральний
123,101462,2021-06-13,Червень,4,73.5,95.68809523809523,Центральний
124,101462,2021-06-14,Червень,1,85.0,99.95238095238095,Центральний
125,101462,2021-06-17,Червень,1,78.0,81.77272727272727,Центральний
126,101462,2021-06-19,Червень,3,82.0,96.80634920634922,Центральний
127,101462,2021-06-20,Червень,2,94.5,124.97380952380954,Центральний
128,101462,2021-06-21,Червень,1,80.0,69.00000000000001,Центральний
129,101462,2021-06-22,Червень,1,85.0,99.95238095238095,Центральний
130,101462,2021-06-23,Червень,2,116.5,140.45,Центральний
131,101462,2021-06-24,Червень,4,88.0,100.59166666666667,Центральний
132,101462,2021-06-25,Червень,2,44.0,53.76190476190476,Центральний
133,101462,2021-06-26,Червень,1,91.0,99.9952380952381,Центральний
134,101462,2021-06-27,Червень,1,90.0,109.47619047619048,Центральний
135,101462,2021-06-28,Червень,2,179.0,150.02142857142857,Центральний
136,101462,2021-07-01,Липень,3,74.0,88.07619047619046,Центральний
137,101462,2021-07-03,Липень,3,87.66666666666667,108.23492063492063,Центральний
138,101462,2021-07-04,Липень,3,87.66666666666667,101.58253968253969,Центральний
139,101462,2021-07-05,Липень,4,98.5,115.78095238095239,Центральний
140,101462,2021-07-06,Липень,1,93.0,74.32857142857144,Центральний
141,101462,2021-07-07,Липень,1,56.0,80.94761904761906,Центральний
142,101462,2021-07-10,Липень,2,126.5,132.2909090909091,Центральний
143,101462,2021-07-11,Липень,8,83.875,100.20227272727271,Центральний
144,101462,2021-07-12,Липень,1,91.0,66.49545454545455,Центральний
145,101462,2021-07-13,Липень,1,47.0,54.5,Центральний
146,101462,2021-07-15,Липень,3,52.0,70.45,Центральний
147,101462,2021-07-16,Липень,2,81.5,92.02045454545456,Центральний
148,101462,2021-07-17,Липень,2,56.0,77.26818181818182,Центральний
149,101462,2021-07-18,Липень,2,63.5,69.31363636363636,Центральний
150,101462,2021-07-19,Липень,2,104.5,119.99545454545455,Центральний
151,101462,2021-07-21,Липень,3,86.33333333333333,105.29848484848485,Центральний
152,101462,2021-07-23,Липень,3,86.33333333333333,97.41969696969697,Центральний
153,101462,2021-07-24,Липень,1,52.0,59.08636363636364,Центральний
154,101462,2021-07-25,Липень,4,75.75,80.54431818181818,Центральний
155,101462,2021-07-28,Липень,1,95.0,104.08636363636364,Центральний
156,101462,2021-07-29,Липень,3,72.66666666666667,84.07272727272728,Центральний
157,101462,2021-07-30,Липень,2,35.5,69.33409090909092,Центральний
158,101462,2021-07-31,Липень,3,60.666666666666664,70.31269841269842,Центральний
159,101462,2021-08-01,Серпень,3,93.33333333333333,101.25079365079365,Центральний
160,101462,2021-08-02,Серпень,6,123.5,134.82063492063492,Центральний
161,101462,2021-08-04,Серпень,3,62.0,75.16212121212122,Центральний
162,101462,2021-08-05,Серпень,2,88.5,136.33863636363637,Центральний
163,101462,2021-08-06,Серпень,4,93.0,110.45952380952382,Центральний
164,101462,2021-08-07,Серпень,4,32.75,44.04523809523809,Центральний
165,101462,2021-08-08,Серпень,2,92.0,120.23333333333335,Центральний
166,101462,2021-08-10,Серпень,5,57.0,69.9695238095238,Центральний
167,101462,2021-08-12,Серпень,2,58.0,74.59285714285714,Центральний
168,101462,2021-08-13,Серпень,2,48.0,64.51904761904763,Центральний
169,101462,2021-08-14,Серпень,1,42.0,49.9952380952381,Центральний
170,101462,2021-08-15,Серпень,2,127.5,153.78095238095239,Центральний
171,101462,2021-08-16,Серпень,1,42.0,49.9952380952381,Центральний
172,101462,2021-08-17,Серпень,3,71.0,83.78888888888889,Центральний
173,101462,2021-08-18,Серпень,2,62.5,74.5409090909091,Центральний
174,101462,2021-08-19,Серпень,1,62.0,77.26818181818182,Центральний
175,101462,2021-08-20,Серпень,4,72.0,80.47500000000001,Центральний
176,101462,2021-08-21,Серпень,5,54.6,71.69818181818182,Центральний
177,101462,2021-08-22,Серпень,1,104.0,104.5409090909091,Центральний
178,101462,2021-08-24,Серпень,3,93.33333333333333,103.78333333333335,Центральний
179,101462,2021-08-26,Серпень,4,55.25,66.06477272727273,Центральний
180,101462,2021-08-27,Серпень,5,93.6,108.28095238095239,Центральний
181,101462,2021-08-28,Серпень,1,83.0,114.28095238095239,Центральний
182,101462,2021-08-29,Серпень,2,49.0,65.47142857142858,Центральний
183,101462,2021-08-30,Серпень,2,75.0,86.0452380952381,Центральний
184,101462,2021-09-01,Вересень,1,70.1696,109.28854744914456,Центральний
185,101462,2021-09-02,Вересень,1,142.3689,182.56880733944956,Центральний
186,101462,2021-09-03,Вересень,1,65.4785,76.19111648962395,Центральний
187,101462,2021-09-04,Вересень,3,75.59246666666667,84.15387759763877,Центральний
188,101462,2021-09-05,Вересень,2,49.774950000000004,60.77756016298598,Центральний
189,101462,2021-09-06,Вересень,4,88.2667,105.12595394070374,Центральний
190,101462,2021-09-07,Вересень,3,89.50376666666666,101.55406977180462,Центральний
191,101462,2021-09-08,Вересень,2,81.13395,83.01929267688706,Центральний
192,101462,2021-09-09,Вересень,3,59.4956,65.60501066098082,Центральний
193,101462,2021-09-10,Вересень,3,108.09743333333334,117.50521990974609,Центральний
194,101462,2021-09-11,Вересень,1,50.433,54.76744716783058,Центральний
195,101462,2021-09-13,Вересень,3,96.7452,102.23652380300335,Центральний
196,101462,2021-09-14,Вересень,1,83.806,127.79679583732714,Центральний
197,101462,2021-09-15,Вересень,1,76.8077,80.41075034673437,Центральний
198,101462,2021-09-16,Вересень,2,61.652550000000005,71.82709813825102,Центральний
199,101462,2021-09-17,Вересень,4,107.817175,126.80964903500552,Центральний
200,101462,2021-09-18,Вересень,3,62.49613333333334,73.90809242184918,Центральний
201,101462,2021-09-19,Вересень,3,63.208400000000005,77.73451370777161,Центральний
202,101462,2021-09-20,Вересень,2,71.1431,79.87042206957352,Центральний
203,101462,2021-09-21,Вересень,1,50.433,50.46284391874518,Центральний
204,101462,2021-09-22,Вересень,2,59.724000000000004,65.83520752402372,Центральний
205,101462,2021-09-23,Вересень,4,65.823575,72.71442165169177,Центральний
206,101462,2021-09-25,Вересень,4,102.695675,143.89325193785862,Центральний
207,101462,2021-09-26,Вересень,1,114.6322,119.2836555231224,Центральний
208,101462,2021-09-27,Вересень,1,75.2476,82.56687044482385,Центральний
209,101462,2021-09-28,Вересень,1,87.0203,105.55616750197353,Центральний
210,101462,2021-09-29,Вересень,1,73.2319,50.64356754469092,Центральний
211,101462,2021-09-30,Вересень,1,72.8721,92.29824901466694,Центральний
212,101462,2021-10-02,Жовтень,3,59.55093333333334,74.17814742120366,Центральний
213,101462,2021-10-03,Жовтень,2,44.13775,51.749295151489484,Центральний
214,101462,2021-10-04,Жовтень,1,143.5521,164.734510983399,Центральний
215,101462,2021-10-05,Жовтень,1,75.9971,83.73459099959051,Центральний
216,101462,2021-10-06,Жовтень,1,49.2094,51.53309794102063,Центральний
217,101462,2021-10-07,Жовтень,1,167.5991,224.54201830055572,Центральний
218,101462,2021-10-08,Жовтень,2,60.341800000000006,67.31722834527797,Центральний
219,101462,2021-10-09,Жовтень,2,96.3723,100.26963105328713,Центральний
220,101462,2021-10-10,Жовтень,1,115.0306,118.72231608749257,Центральний
221,101462,2021-10-11,Жовтень,4,66.335075,85.6157815425362,Центральний
222,101462,2021-10-13,Жовтень,1,86.0892,100.04365739856476,Центральний
223,101462,2021-10-14,Жовтень,4,154.25785000000002,167.52861487295584,Центральний
224,101462,2021-10-16,Жовтень,1,48.7236,68.77593598826147,Центральний
225,101462,2021-10-17,Жовтень,1,54.4255,72.50519264235325,Центральний
226,101462,2021-10-18,Жовтень,1,86.0892,102.91255777399375,Центральний
227,101462,2021-10-20,Жовтень,4,138.76557499999998,195.04264514211238,Центральний
228,101462,2021-10-22,Жовтень,1,58.4409,76.73822001008618,Центральний
229,101462,2021-10-23,Жовтень,6,98.72874999999999,113.99950918055464,Центральний
230,101462,2021-10-24,Жовтень,3,90.12246666666665,114.0370161923857,Центральний
231,101462,2021-10-25,Жовтень,6,96.46768333333334,103.32392392744498,Центральний
232,101462,2021-10-26,Жовтень,1,44.6865,48.32213584719828,Центральний
233,101462,2021-10-27,Жовтень,1,115.0306,112.47674670127624,Центральний
234,101462,2021-10-28,Жовтень,2,88.9358,93.41502096504377,Центральний
235,101462,2021-10-29,Жовтень,2,70.88125,79.27922866490054,Центральний
236,101462,2021-10-30,Жовтень,3,64.34723333333334,87.7168762627897,Центральний
237,101462,2021-10-31,Жовтень,5,84.45692,88.1119605617022,Центральний
238,101462,2021-12-01,Грудень,3,128.03736666666666,162.91630532353523,Центральний
239,101462,2021-12-02,Грудень,3,65.8334,74.13886752083731,Центральний
240,101462,2021-12-03,Грудень,1,191.7016,152.03614178048934,Центральний
241,101462,2021-12-05,Грудень,3,95.3037,101.91547124279394,Центральний
242,101462,2021-12-06,Грудень,2,130.0705,167.57859632658534,Центральний
243,101462,2021-12-08,Грудень,1,102.0563,141.48551495299273,Центральний
244,101462,2021-12-10,Грудень,4,83.29502500000001,88.95264645693871,Центральний
245,101462,2021-12-11,Грудень,1,43.1548,55.11874504079805,Центральний
246,101462,2021-12-12,Грудень,7,86.69965714285715,80.1827766020426,Центральний
247,101462,2021-12-13,Грудень,4,91.85842500000001,98.3864363879997,Центральний
248,101462,2021-12-14,Грудень,3,48.83090000000001,43.384037651885485,Центральний
249,101462,2021-12-15,Грудень,3,103.43793333333333,102.63867707803804,Центральний
250,101462,2021-12-17,Грудень,5,73.78366,74.61077590769557,Центральний
251,101462,2021-12-18,Грудень,2,96.0977,104.59076943882144,Центральний
252,101462,2021-12-19,Грудень,6,94.16553333333333,112.10135356578712,Центральний
253,101462,2021-12-20,Грудень,2,63.2842,63.273539005565894,Центральний
254,101462,2021-12-21,Грудень,3,115.69903333333332,150.5013805723995,Центральний
255,101462,2021-12-22,Грудень,1,77.235,101.3993696076526,Центральний
256,101462,2021-12-23,Грудень,3,59.52119999999999,69.6202132022428,Центральний
257,101462,2021-12-24,Грудень,3,76.11926666666666,85.3760710337203,Центральний
258,101462,2021-12-25,Грудень,2,69.38675,91.96710668686431,Центральний
259,101462,2021-12-26,Грудень,7,89.8151857142857,107.19593818897347,Центральний
260,101462,2021-12-27,Грудень,11,86.2198,100.61108291842957,Центральний
261,101462,2021-12-28,Грудень,7,60.335528571428576,75.34731051918202,Центральний
262,101462,2021-12-29,Грудень,4,98.97274999999999,120.56352613030916,Центральний
263,101462,2021-12-30,Грудень,6,72.20673333333333,84.87896603366012,Центральний
264,101462,2021-12-31,Грудень,2,51.5379,65.29436152570482,Центральний
265,101462,2021-11-01,Листопад,2,70.8961,89.11820697336103,Центральний
266,101462,2021-11-02,Листопад,1,54.1991,71.22290667507005,Центральний
267,101462,2021-11-03,Листопад,1,85.639,91.47302214950811,Центральний
268,101462,2021-11-05,Листопад,2,72.33279999999999,94.98100724004871,Центральний
269,101462,2021-11-06,Листопад,2,64.1244,71.35842526497946,Центральний
270,101462,2021-11-07,Листопад,3,93.29683333333334,112.28250282976653,Центральний
271,101462,2021-11-08,Листопад,3,75.966,83.92487883919615,Центральний
272,101462,2021-11-09,Листопад,2,53.1491,59.55452016811885,Центральний
273,101462,2021-11-10,Листопад,1,109.3499,108.32159802413503,Центральний
274,101462,2021-11-11,Листопад,2,102.4589,119.55354804922754,Центральний
275,101462,2021-11-12,Листопад,4,53.716424999999994,61.901833291318596,Центральний
276,101462,2021-11-14,Листопад,2,110.0178,130.7505326651262,Центральний
277,101462,2021-11-15,Листопад,2,49.9718,62.13854866437167,Центральний
278,101462,2021-11-16,Листопад,2,89.48055,89.61635249784575,Центральний
279,101462,2021-11-17,Листопад,1,42.9939,59.89844238360692,Центральний
280,101462,2021-11-18,Листопад,1,69.6112,70.03925098127453,Центральний
281,101462,2021-11-19,Листопад,1,43.623,43.43649327955876,Центральний
282,101462,2021-11-20,Листопад,1,43.623,43.672849143404314,Центральний
283,101462,2021-11-21,Листопад,4,78.242875,85.49335341307307,Центральний
284,101462,2021-11-22,Листопад,1,71.8187,70.29288010492215,Центральний
285,101462,2021-11-24,Листопад,2,62.80669999999999,79.55428599775118,Центральний
286,101462,2021-11-26,Листопад,1,73.7407,74.53244402734951,Центральний
287,101462,2021-11-27,Листопад,5,65.43632,81.58507762874831,Центральний
288,101462,2021-11-28,Листопад,5,73.64305999999999,83.86305731160405,Центральний
289,101462,2021-11-29,Листопад,2,71.6361,72.50506032909804,Центральний
290,101462,2021-11-30,Листопад,1,73.7407,73.94107158443373,Центральний
291,105122,2021-01-02,Січень,2,75.408,80.27294621354028,Центральний
292,105122,2021-01-04,Січень,2,73.7064,85.62483275354563,Центральний
293,105122,2021-01-05,Січень,1,79.9062,107.03237891356704,Центральний
294,105122,2021-01-07,Січень,1,47.7228,44.34080250130276,Центральний
295,105122,2021-01-09,Січень,2,60.5981,58.39195179571576,Центральний
296,105122,2021-01-10,Січень,1,57.2937,51.76803394625177,Центральний
297,105122,2021-01-13,Січень,1,41.0083,42.336191383507995,Центральний
298,105122,2021-01-15,Січень,3,57.209966666666666,55.6142365097589,Центральний
299,105122,2021-01-16,Січень,1,41.0083,39.9959998999975,Центральний
300,105122,2021-01-17,Січень,2,74.6585,88.2239051050168,Центральний
301,105122,2021-01-18,Січень,2,63.955349999999996,55.16261059235841,Центральний
302,105122,2021-01-19,Січень,2,55.14319999999999,51.439845109428234,Центральний
303,105122,2021-01-20,Січень,2,84.10645,92.19512195121952,Центральний
304,105122,2021-01-26,Січень,2,56.02,62.184270952927676,Центральний
305,105122,2021-01-30,Січень,1,52.0214,48.60769840845064,Центральний
306,105122,2021-01-31,Січень,1,69.2781,61.54939587775409,Центральний
307,105122,2021-02-02,Лютий,1,41.0,40.47142857142857,Центральний
308,105122,2021-02-05,Лютий,1,52.0,49.99545454545455,Центральний
309,105122,2021-02-06,Лютий,3,67.66666666666667,61.317333333333345,Центральний
310,105122,2021-02-07,Лютий,3,49.333333333333336,45.30533333333333,Центральний
311,105122,2021-02-08,Лютий,3,75.0,64.52933333333334,Центральний
312,105122,2021-02-09,Лютий,1,65.0,55.996,Центральний
313,105122,2021-02-10,Лютий,2,55.0,52.97800000000001,Центральний
314,105122,2021-02-13,Лютий,1,41.0,32.65384615384615,Центральний
315,105122,2021-02-14,Лютий,4,65.25,56.22884615384616,Центральний
316,105122,2021-02-15,Лютий,4,72.5,67.30384615384617,Центральний
317,105122,2021-02-17,Лютий,2,71.5,65.36346153846154,Центральний
318,105122,2021-02-19,Лютий,1,51.0,42.55555555555556,Центральний
319,105122,2021-02-20,Лютий,3,54.0,50.59135802469135,Центральний
320,105122,2021-02-21,Лютий,2,71.0,71.03103448275863,Центральний
321,105122,2021-02-22,Лютий,1,52.0,55.858620689655176,Центральний
322,105122,2021-02-23,Лютий,3,59.333333333333336,56.318390804597705,Центральний
323,105122,2021-02-24,Лютий,1,41.0,26.53125,Центральний
324,105122,2021-02-25,Лютий,3,61.666666666666664,45.43333333333334,Центральний
325,105122,2021-02-28,Лютий,1,66.0,69.99666666666667,Центральний
326,105122,2021-03-05,Березень,1,40.0,43.47391304347826,Центральний
327,105122,2021-03-06,Березень,2,55.0,71.73478260869567,Центральний
328,105122,2021-03-07,Березень,2,54.0,71.73478260869567,Центральний
329,105122,2021-03-09,Березень,1,54.0,60.86521739130435,Центральний
330,105122,2021-03-10,Березень,1,48.0,69.5608695652174,Центральний
331,105122,2021-03-11,Березень,1,55.0,86.95217391304348,Центральний
332,105122,2021-03-12,Березень,1,93.0,138.09047619047618,Центральний
333,105122,2021-03-15,Березень,1,55.0,95.23333333333333,Центральний
334,105122,2021-03-21,Березень,1,57.0,69.5608695652174,Центральний
335,105122,2021-03-22,Березень,1,48.0,80.86521739130436,Центральний
336,105122,2021-03-23,Березень,1,72.0,104.34347826086957,Центральний
337,105122,2021-03-29,Березень,1,54.0,69.5608695652174,Центральний
338,105122,2021-04-03,Квітень,1,40.0,56.51739130434783,Центральний
339,105122,2021-04-07,Квітень,1,50.0,73.90869565217392,Центральний
340,105122,2021-04-09,Квітень,1,55.0,81.4304347826087,Центральний
341,105122,2021-04-15,Квітень,1,72.0,91.3,Центральний
342,105122,2021-04-18,Квітень,2,78.5,101.83095238095238,Центральний
343,105122,2021-04-19,Квітень,1,84.0,104.75714285714287,Центральний
344,105122,2021-04-20,Квітень,1,126.0,170.94761904761904,Центральний
345,105122,2021-04-23,Квітень,1,89.0,104.5409090909091,Центральний
346,105122,2021-04-24,Квітень,1,40.0,49.99545454545455,Центральний
347,105122,2021-04-25,Квітень,1,72.0,90.90454545454546,Центральний
348,105122,2021-04-26,Квітень,3,57.0,78.76969696969697,Центральний
349,105122,2021-05-03,Травень,2,66.0,78.02142857142857,Центральний
350,105122,2021-05-07,Травень,1,76.0,84.61904761904762,Центральний
351,105122,2021-05-08,Травень,1,56.0,84.95,Центральний
352,105122,2021-05-10,Травень,1,91.0,99.995,Центральний
353,105122,2021-05-11,Травень,1,116.0,124.995,Центральний
354,105122,2021-05-12,Травень,1,85.0,104.95,Центральний
355,105122,2021-05-13,Травень,1,56.0,84.995,Центральний
356,105122,2021-05-16,Травень,1,49.0,84.995,Центральний
357,105122,2021-05-19,Травень,1,55.0,85.70952380952382,Центральний
358,105122,2021-05-23,Травень,1,76.0,85.66666666666667,Центральний
359,105122,2021-05-24,Травень,1,116.0,138.09047619047618,Центральний
360,105122,2021-05-31,Травень,2,102.0,119.04285714285714,Центральний
361,105122,2021-06-10,Червень,1,78.0,85.66666666666667,Центральний
362,105122,2021-06-13,Червень,1,78.0,85.66666666666667,Центральний
363,105122,2021-06-14,Червень,1,78.0,114.28095238095239,Центральний
364,105122,2021-06-16,Червень,1,52.0,80.94761904761906,Центральний
365,105122,2021-06-17,Червень,2,100.5,112.3840909090909,Центральний
366,105122,2021-06-19,Червень,2,67.0,91.37619047619049,Центральний
367,105122,2021-06-22,Червень,1,78.0,85.66666666666667,Центральний
368,105122,2021-06-23,Червень,2,84.0,102.37619047619049,Центральний
369,105122,2021-06-25,Червень,1,41.0,50.42857142857143,Центральний
370,105122,2021-06-27,Червень,1,116.0,123.8047619047619,Центральний
371,105122,2021-06-28,Червень,1,133.0,178.09047619047618,Центральний
372,105122,2021-07-02,Липень,1,91.0,99.9952380952381,Центральний
373,105122,2021-07-04,Липень,1,85.0,95.23333333333333,Центральний
374,105122,2021-07-05,Липень,1,133.0,180.4714285714286,Центральний
375,105122,2021-07-10,Липень,1,56.0,77.26818181818182,Центральний
376,105122,2021-07-12,Липень,1,41.0,48.13636363636363,Центральний
377,105122,2021-07-15,Липень,2,60.0,64.5,Центральний
378,105122,2021-07-21,Липень,1,56.0,77.26818181818182,Центральний
379,105122,2021-07-22,Липень,1,56.0,77.26818181818182,Центральний
380,105122,2021-07-26,Липень,1,41.0,47.68181818181818,Центральний
381,105122,2021-07-27,Липень,1,41.0,47.68181818181818,Центральний
382,105122,2021-07-31,Липень,1,41.0,49.95238095238095,Центральний
